,id,Name,position,team,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date
0,157495,Ederson,Goalkeeper,manchester-city,20/21,Muscle Injury,51,"Oct 4, 2020","Nov 24, 2020",20/21,Knock,7,"Jul 3, 2020","Jul 10, 2020",19/20,Quarantine,13,"Mar 12, 2020","Mar 25, 2020",19/20,Foot Injury,30,"Jan 19, 2020","Feb 18, 2020",19/20,Knee Injury,12,"Nov 5, 2019","Nov 17, 2019",19/20,Hamstring Injury,16,"Oct 2, 2019","Oct 18, 2019",18/19,Knee Injury,153,"Apr 17, 2019","Sep 17, 2019",18/19,Meniscal Injury,33,"Jan 25, 2019","Feb 27, 2019",18/19,Knee Injury,69,"Jan 24, 2019","Apr 3, 2019",18/19,Knee Surgery,68,"Nov 14, 2018","Jan 21, 2019",18/19,Foot Injury,23,"Sep 14, 2018","Oct 7, 2018",18/19,Knock,5,"Aug 6, 2018","Aug 11, 2018",17/18,Thigh Problems,13,"Jun 30, 2018","Jul 13, 2018",17/18,Knock,5,"May 10, 2018","May 15, 2018",17/18,Cruciate Ligament Rupture,198,"Sep 25, 2017","Apr 11, 2018"
1,171424,Zack Steffen,Goalkeeper,manchester-city,20/21,Corona virus,14,"Sep 7, 2020","Sep 21, 2020",15/16,Leg Injury,9,"May 27, 2016","Jun 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,610849,Scott Carson,Goalkeeper,manchester-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,95424,James Trafford,Goalkeeper,manchester-city,20/21,Knock,4,"Jan 21, 2021","Jan 25, 2021",20/21,Corona virus,12,"Dec 23, 2020","Jan 4, 2021",19/20,Knock,18,"Oct 7, 2019","Oct 25, 2019",18/19,Groin Injury,6,"Oct 17, 2018","Oct 23, 2018",18/19,Knock,2,"Jul 4, 2018","Jul 6, 2018",16/17,Ankle Injury,16,"May 15, 2017","May 31, 2017",14/15,Ankle Injury,49,"Apr 5, 2015","May 24, 2015",14/15,Groin Surgery,100,"Sep 1, 2014","Dec 10, 2014",13/14,Groin Injury,107,"Mar 17, 2014","Jul 2, 2014",13/14,Hip problems,13,"Feb 18, 2014","Mar 3, 2014",12-11,Ankle Injury,7,"Feb 26, 2012","Mar 4, 2012",,,,,,,,,,,,,,,,,,,,
4,398184,R??ben Dias,Centre-Back,manchester-city,21/22,Foot Injury,26,"Oct 14, 2021",-,20/21,Virus Infection,11,"Jan 1, 2021","Jan 12, 2021",19/20,Muscular problems,4,"Jul 2, 2020","Jul 6, 2020",18/19,Cold,5,"Sep 30, 2018","Oct 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,241641,Aymeric Laporte,Centre-Back,manchester-city,20/21,Muscle Injury,22,"Sep 8, 2020","Sep 30, 2020",18/19,Knock,7,"Apr 7, 2019","Apr 14, 2019",18/19,Knock,11,"Nov 19, 2018","Nov 30, 2018",16/17,Ankle Injury,2,"Jun 25, 2017","Jun 27, 2017",15/16,Hamstring Injury,62,"May 9, 2016","Jul 10, 2016",15/16,Hamstring Injury,21,"Feb 8, 2016","Feb 29, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,609883,Nathan Ak??,Centre-Back,manchester-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,177476,John Stones,Centre-Back,manchester-city,20/21,Hamstring Injury,77,"Dec 27, 2020","Mar 14, 2021",20/21,Hamstring Injury,19,"Nov 11, 2020","Nov 30, 2020",20/21,Groin Strain,9,"Oct 21, 2020","Oct 30, 2020",20/21,Groin Injury,12,"Jul 13, 2020","Jul 25, 2020",19/20,Head Injury,18,"Feb 10, 2020","Feb 28, 2020",19/20,Hamstring Injury,34,"Dec 8, 2019","Jan 11, 2020",18/19,Hamstring Injury,1,"Dec 31, 2018","Jan 1, 2019",18/19,Toe Injury,6,"Aug 4, 2018","Aug 10, 2018",17/18,Ankle Injury,12,"Aug 27, 2017","Sep 8, 2017",14/15,Hamstring Injury,35,"Nov 14, 2014","Dec 19, 2014",,,,,,,,,,,,,,,,,,,,,,,,,
8,54781,Eric Garc??a,Centre-Back,manchester-city,20/21,Corona virus,9,"Jan 20, 2021","Jan 29, 2021",19/20,Knock,6,"Dec 31, 2019","Jan 6, 2020",19/20,Knock,11,"Oct 10, 2019","Oct 21, 2019",18/19,Knee Injury,12,"Mar 17, 2019","Mar 29, 2019",18/19,Achilles tendon problems,13,"Nov 10, 2018","Nov 23, 2018",18/19,Knock,7,"Oct 30, 2018","Nov 6, 2018",15/16,Ankle problems,7,"Mar 17, 2016","Mar 24, 2016",14/15,Ankle problems,4,"Jan 15, 2015","Jan 19, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,363205,Nicol??s Otamendi,Centre-Back,manchester-city,20/21,Corona virus,12,"Dec 23, 2020","Jan 4, 2021",20/21,Knock,4,"Dec 16, 2020","Dec 20, 2020",20/21,Knock,41,"Sep 22, 2020","Nov 2, 2020",19/20,Ill,6,"Dec 22, 2019","Dec 28, 2019",19/20,Hamstring Injury,26,"Aug 18, 2019","Sep 13, 2019",18/19,Hamstring Injury,12,"Feb 18, 2019","Mar 2, 2019",18/19,Knock,6,"Dec 23, 2018","Dec 29, 2018",18/19,Groin Strain,5,"Nov 25, 2018","Nov 30, 2018",17/18,Torn Knee Ligament,54,"Jan 1, 2018","Feb 24, 2018",17/18,Fracture of the orbit,20,"Jun 10, 2017","Jun 30, 2017",16/17,Metatarsal Fracture,67,"Feb 16, 2017","Apr 24, 2017",,,,,,,,,,,,,,,,,,,,
10,176553,Taylor Harwood-Bellis,Centre-Back,manchester-city,21/22,Fitness,8,"Jul 31, 2021","Aug 8, 2021",20/21,Strain,21,"Dec 28, 2020","Jan 18, 2021",20/21,Knock,6,"Oct 16, 2020","Oct 22, 2020",20/21,Corona virus,19,"Sep 7, 2020","Sep 26, 2020",19/20,Hamstring Injury,107,"Feb 27, 2020","Jun 13, 2020",19/20,Knock,26,"Jan 23, 2020","Feb 18, 2020",19/20,Knee Injury,141,"Sep 1, 2019","Jan 20, 2020",19/20,Knock,1,"Aug 8, 2019","Aug 9, 2019",18/19,Muscle Injury,12,"Feb 25, 2019","Mar 9, 2019",18/19,Knock,5,"Aug 6, 2018","Aug 11, 2018",16/17,Groin Injury,12,"Feb 20, 2017","Mar 4, 2017",16/17,Muscular problems,13,"Nov 4, 2016","Nov 17, 2016",16/17,Ankle Injury,5,"Oct 24, 2016","Oct 29, 2016",15/16,Fibula Fracture,98,"Mar 24, 2016","Jun 30, 2016",15/16,Knee Injury,14,"Nov 5, 2015","Nov 19, 2015"
11,26267,Philippe Sandler,Centre-Back,manchester-city,20/21,Knock,8,"Feb 8, 2021","Feb 16, 2021",20/21,Knock,33,"Oct 22, 2020","Nov 24, 2020",19/20,Knock,9,"Jan 23, 2020","Feb 1, 2020",18/19,Knee Problems,10,"Jun 20, 2019","Jun 30, 2019",18/19,Knee Injury,40,"Apr 25, 2019","Jun 4, 2019",18/19,Knock,5,"Apr 10, 2019","Apr 15, 2019",18/19,Muscle Injury,33,"Feb 25, 2019","Mar 30, 2019",18/19,Thigh Muscle Strain,13,"Dec 15, 2018","Dec 28, 2018",18/19,Thigh Muscle Strain,5,"Dec 9, 2018","Dec 14, 2018",18/19,Knock,4,"Aug 20, 2018","Aug 24, 2018",17/18,Hamstring Injury,13,"Feb 26, 2018","Mar 11, 2018",16/17,Knock,2,"Nov 2, 2016","Nov 4, 2016",15/16,Knock,14,"Jan 7, 2016","Jan 21, 2016",13/14,Muscle Injury,18,"Jan 30, 2014","Feb 17, 2014",13/14,Knock,14,"Nov 9, 2013","Nov 23, 2013"
12,238223,Luke Mbete,Centre-Back,manchester-city,20/21,Virus Infection,16,"Dec 27, 2020","Jan 12, 2021",19/20,Ill,8,"Dec 30, 2019","Jan 7, 2020",19/20,Ill,6,"Dec 8, 2019","Dec 14, 2019",19/20,Muscular problems,16,"Nov 6, 2019","Nov 22, 2019",17/18,Facial Injury,2,"Sep 10, 2017","Sep 12, 2017",16/17,Meniscal Injury,29,"Jul 11, 2016","Aug 9, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,566799,Oleksandr Zinchenko,Left-Back,manchester-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,203853,Benjamin Mendy,Left-Back,manchester-city,21/22,Unknown Injury,27,"Sep 17, 2021","Oct 14, 2021",21/22,Fitness,8,"Jul 31, 2021","Aug 8, 2021",20/21,Knock,16,"Dec 2, 2020","Dec 18, 2020",20/21,Quarantine,12,"Nov 18, 2020","Nov 30, 2020",20/21,Knock,22,"Sep 28, 2020","Oct 20, 2020",20/21,Muscle Injury,5,"Sep 20, 2020","Sep 25, 2020",19/20,Calf muscle strain,22,"Feb 5, 2020","Feb 27, 2020",19/20,Knock,14,"Jan 5, 2020","Jan 19, 2020",19/20,Ill,4,"Dec 30, 2019","Jan 3, 2020",19/20,Knee Surgery,57,"Oct 18, 2019","Dec 14, 2019",19/20,Muscle Fatigue,6,"Sep 19, 2019","Sep 25, 2019",19/20,Thigh Muscle Strain,6,"Aug 18, 2019","Aug 24, 2019",18/19,Thigh Muscle Strain,15,"Apr 4, 2019","Apr 19, 2019",18/19,Muscle Fatigue,12,"Jan 23, 2019","Feb 4, 2019",18/19,Muscle Fatigue,12,"Jan 10, 2019","Jan 22, 2019"
15,88755,Jo??o Cancelo,Right-Back,manchester-city,21/22,Ankle Injury,40,"Aug 1, 2021","Sep 10, 2021",20/21,Facial Fracture,16,"May 29, 2021","Jun 14, 2021",20/21,Fracture of the orbit,9,"May 29, 2021","Jun 7, 2021",20/21,Muscular problems,10,"May 5, 2021","May 15, 2021",20/21,Hamstring Injury,26,"Jan 21, 2021","Feb 16, 2021",20/21,Muscle Injury,10,"Oct 12, 2020","Oct 22, 2020",19/20,Back Injury,8,"Mar 2, 2020","Mar 10, 2020",19/20,Ankle problems,16,"Sep 29, 2019","Oct 15, 2019",18/19,Hamstring Injury,20,"Apr 21, 2019","May 11, 2019",18/19,Thigh Problems,27,"Mar 2, 2019","Mar 29, 2019",18/19,Muscular problems,6,"Dec 27, 2018","Jan 2, 2019",18/19,Ligament Injury,43,"Nov 1, 2018","Dec 14, 2018",18/19,Torn knee ligament,65,"Aug 15, 2018","Oct 19, 2018",16/17,Groin Injury,7,"Mar 24, 2017","Mar 31, 2017",16/17,Calf Injury,5,"Oct 23, 2016","Oct 28, 2016"
16,406640,Kyle Walker,Right-Back,manchester-city,21/22,Fitness,10,"Aug 9, 2021","Aug 19, 2021",19/20,Unknown Injury,122,"Jul 1, 2019","Oct 31, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,26399,Rodri,Defensive Midfield,manchester-city,21/22,Heart Condition,93,"Oct 31, 2021","Feb 1, 2022",21/22,Calf Injury,70,"Aug 7, 2021","Oct 16, 2021",20/21,Corona virus,36,"Jan 7, 2021","Feb 12, 2021",20/21,Knock,1,"Dec 17, 2020","Dec 18, 2020",20/21,Knee Injury,12,"Nov 26, 2020","Dec 8, 2020",20/21,Hamstring Injury,26,"Oct 25, 2020","Nov 20, 2020",19/20,Knee Injury,115,"Jun 23, 2020","Oct 16, 2020",19/20,Thigh Muscle Strain,22,"Mar 9, 2020","Mar 31, 2020",19/20,Muscle Injury,26,"Nov 24, 2019","Dec 20, 2019",18/19,Thigh Problems,8,"Mar 31, 2019","Apr 8, 2019",18/19,Ill,9,"Jan 4, 2019","Jan 13, 2019",18/19,Groin Injury,15,"Nov 30, 2018","Dec 15, 2018",18/19,Ankle Injury,2,"Sep 16, 2018","Sep 18, 2018",17/18,Knee Injury,44,"Apr 13, 2018","May 27, 2018",17/18,Knee Injury,25,"Mar 11, 2018","Apr 5, 2018"
18,503977,Fernandinho,Defensive Midfield,manchester-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,433183,Claudio Gomes,Defensive Midfield,manchester-city,20/21,Virus Infection,15,"Jan 1, 2021","Jan 16, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,134425,Phil Foden,Central Midfield,manchester-city,20/21,Knock,4,"Jan 8, 2021","Jan 12, 2021",20/21,Calf Strain,6,"Nov 14, 2020","Nov 20, 2020",19/20,Hamstring Injury,22,"Feb 2, 2020","Feb 24, 2020",18/19,Back Injury,12,"Sep 2, 2018","Sep 14, 2018",17/18,Hamstring Injury,26,"Feb 13, 2018","Mar 11, 2018",17/18,Back trouble,9,"Nov 6, 2017","Nov 15, 2017",16/17,Calf Strain,11,"Oct 3, 2016","Oct 14, 2016",15/16,Groin Injury,28,"Mar 21, 2016","Apr 18, 2016",14/15,Ankle Injury,11,"Feb 8, 2015","Feb 19, 2015",13-12,Hip Injury,100,"Apr 3, 2013","Jul 12, 2013",,,,,,,,,,,,,,,,,,,,,,,,,
21,14555,Ilkay G??ndogan,Central Midfield,manchester-city,20/21,Virus Infection,67,"Jan 6, 2021","Mar 14, 2021",13-12,Unknown Injury,16,"Mar 16, 2013","Apr 1, 2013",13-12,Unknown Injury,8,"Feb 2, 2013","Feb 10, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,182712,Adri??n Bernab??,Central Midfield,manchester-city,20/21,Corona virus,33,"Jun 12, 2021","Jul 15, 2021",20/21,Foot Injury,16,"Sep 21, 2020","Oct 7, 2020",18/19,Nose surgery,12,"May 20, 2019","Jun 1, 2019",18/19,Meniscal Injury,33,"Dec 12, 2018","Jan 14, 2019",17/18,Medial Collateral Ligament Injury,44,"Aug 29, 2017","Oct 12, 2017",16/17,Foot Injury,10,"May 8, 2017","May 18, 2017",15/16,Hamstring Injury,33,"Mar 13, 2016","Apr 15, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,221624,Tommy Doyle,Central Midfield,manchester-city,21/22,Corona virus,16,"Sep 4, 2021","Sep 20, 2021",20/21,Bone Bruise,30,"Jun 8, 2021","Jul 8, 2021",19/20,Medial Collateral Ligament Injury,146,"Apr 27, 2020","Sep 20, 2020",19/20,Fitness,22,"Mar 29, 2020","Apr 20, 2020",19/20,Patella problems,72,"Jan 17, 2020","Mar 29, 2020",18/19,Foot Injury,11,"May 11, 2019","May 22, 2019",18/19,Knee Problems,12,"Mar 17, 2019","Mar 29, 2019",17/18,Knee Injury,14,"Jun 21, 2018","Jul 5, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,417346,Kevin De Bruyne,Attacking Midfield,manchester-city,18/19,Muscle Injury,6,"Oct 25, 2018","Oct 31, 2018",18/19,Muscle Injury,11,"Oct 10, 2018","Oct 21, 2018",15/16,Hip Injury,77,"Mar 1, 2016","May 17, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,225452,Bernardo Silva,Attacking Midfield,manchester-city,18/19,Hamstring Injury,5,"Feb 23, 2019","Feb 28, 2019",18/19,Hamstring Injury,72,"Dec 6, 2018","Feb 16, 2019",17/18,Thigh Problems,92,"Nov 29, 2017","Mar 1, 2018",17/18,Knock,21,"Oct 30, 2017","Nov 20, 2017",16/17,Knee Injury,24,"Feb 6, 2017","Mar 2, 2017",16/17,Knee Injury,21,"Aug 4, 2016","Aug 25, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,340460,Cole Palmer,Attacking Midfield,manchester-city,20/21,Ankle Surgery,211,"Sep 5, 2020","Apr 4, 2021",19/20,Knee Surgery,270,"Dec 10, 2019","Sep 5, 2020",19/20,Knee Injury,51,"Oct 20, 2019","Dec 10, 2019",17/18,Knee Surgery,172,"May 7, 2018","Oct 26, 2018",17/18,Ankle Injury,18,"Mar 19, 2018","Apr 6, 2018",17/18,Collarbone fracture,38,"Nov 24, 2017","Jan 1, 2018",17/18,Hamstring Injury,20,"Sep 22, 2017","Oct 12, 2017",16/17,Ankle Injury,9,"Dec 8, 2016","Dec 17, 2016",16/17,Leg Injury,14,"Nov 3, 2016","Nov 17, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,466794,Felix Nmecha,Attacking Midfield,manchester-city,21/22,Calf Injury,2,"Nov 7, 2021",-,20/21,Corona virus,16,"Jan 3, 2021","Jan 19, 2021",20/21,Knock,23,"Dec 10, 2020","Jan 2, 2021",20/21,Head Injury,6,"Sep 20, 2020","Sep 26, 2020",19/20,Head Injury,12,"Jun 17, 2020","Jun 29, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,466802,Raheem Sterling,Left Winger,manchester-city,21/22,Surgery,98,"Aug 3, 2021",-,20/21,Virus Infection,36,"Dec 14, 2020","Jan 19, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,357565,Jack Harrison,Left Winger,manchester-city,20/21,Knock,1,"Feb 11, 2021","Feb 12, 2021",19/20,Muscle Injury,18,"Oct 22, 2019","Nov 9, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,568177,Ferran Torres,Right Winger,manchester-city,20/21,Virus Infection,19,"Jan 6, 2021","Jan 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,53622,Riyad Mahrez,Right Winger,manchester-city,21/22,Hamstring Injury,23,"Sep 19, 2021","Oct 12, 2021",20/21,groin strain,3,"Feb 16, 2021","Feb 19, 2021",20/21,Ankle Injury,6,"Dec 27, 2020","Jan 2, 2021",20/21,Corona virus,25,"Sep 21, 2020","Oct 16, 2020",19/20,Influenza,5,"Sep 7, 2019","Sep 12, 2019",19/20,Knock,1,"Apr 26, 2019","Apr 27, 2019",19/20,Knock,6,"Dec 27, 2018","Jan 2, 2019",18/19,Foot Injury,5,"Nov 25, 2018","Nov 30, 2018",18/19,Hamstring Injury,34,"Oct 3, 2018","Nov 6, 2018",16/17,Cruciate Ligament Rupture,241,"Dec 15, 2016","Aug 13, 2017",15/16,Dislocation of the patella,133,"May 2, 2016","Sep 12, 2016",15/16,Bruised Foot,28,"Mar 10, 2016","Apr 7, 2016",15/16,Influenza,7,"Feb 15, 2016","Feb 22, 2016",15/16,Infection,7,"Jan 25, 2016","Feb 1, 2016",15/16,Pelvis Injury,3,"Dec 7, 2015","Dec 10, 2015"
32,258004,Patrick Roberts,Right Winger,manchester-city,20/21,Knock,4,"Feb 8, 2021","Feb 12, 2021",17/18,Ankle Injury,11,"Mar 18, 2018","Mar 29, 2018",17/18,Appendectomy,27,"Nov 17, 2017","Dec 14, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,395239,Gabriel Jesus,Centre-Forward,manchester-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,406635,Sergio Ag??ero,Centre-Forward,manchester-city,21/22,Foot Injury,39,"Aug 1, 2021","Sep 9, 2021",19/20,Ill,10,"Sep 15, 2019","Sep 25, 2019",17/18,Foot Injury,50,"Dec 21, 2017","Feb 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,186590,Liam Delap,Centre-Forward,manchester-city,20/21,Rest ,2,"Jan 22, 2021","Jan 24, 2021",20/21,Knock,10,"Sep 22, 2020","Oct 2, 2020",20/21,Ankle Injury,8,"Jun 19, 2020","Jun 27, 2020",19/20,Foot Injury,6,"Jan 19, 2020","Jan 25, 2020",19/20,Knock,26,"Dec 8, 2019","Jan 3, 2020",19/20,Muscle Injury,35,"Sep 17, 2019","Oct 22, 2019",18/19,Muscle Injury,28,"Aug 16, 2019","Sep 13, 2019",18/19,Groin Injury,24,"Mar 5, 2019","Mar 29, 2019",18/19,Groin Strain,12,"Feb 17, 2019","Mar 1, 2019",17/18,Minor Knock,4,"Jun 28, 2018","Jul 2, 2018",17/18,Tear in the abductor muscle,28,"Apr 5, 2018","May 3, 2018",17/18,Hamstring Injury,42,"Nov 20, 2017","Jan 1, 2018",15/16,Knee Injury,24,"Sep 21, 2015","Oct 15, 2015",14/15,Ankle Injury,66,"Oct 6, 2014","Dec 11, 2014",,,,,
0,488362,Edouard Mendy,Goalkeeper,fc-chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,181778,Kepa Arrizabalaga,Goalkeeper,fc-chelsea,21/22,Unknown Injury,3,"Sep 8, 2021","Sep 11, 2021",19/20,Hamstring Injury,40,"Sep 10, 2019","Oct 20, 2019",18/19,Knock,12,"Sep 13, 2018","Sep 25, 2018",17/18,Cruciate Ligament Rupture,157,"May 29, 2017","Nov 2, 2017",16/17,Tendonitis,14,"Apr 6, 2017","Apr 20, 2017",16/17,Disrupted Calf Muscle,14,"Oct 31, 2016","Nov 14, 2016",14/15,Knock,42,"Apr 2, 2015","May 14, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,82442,Jamal Blackman,Goalkeeper,fc-chelsea,21/22,Lumbago,7,"Sep 16, 2021","Sep 23, 2021",21/22,Quarantine,2,"Sep 11, 2021","Sep 13, 2021",21/22,Corona virus,8,"Sep 2, 2021","Sep 10, 2021",19/20,Groin Injury,41,"Jan 6, 2020","Feb 16, 2020",19/20,Ankle Injury,29,"Dec 6, 2019","Jan 4, 2020",19/20,Ill,8,"Sep 27, 2019","Oct 5, 2019",18/19,Ankle Injury,11,"Dec 31, 2018","Jan 11, 2019",18/19,Knock,9,"Oct 29, 2018","Nov 7, 2018",17/18,Hamstring Injury,41,"Dec 19, 2017","Jan 29, 2018",17/18,Adductor problems,8,"Nov 12, 2017","Nov 20, 2017",16/17,Thigh Problems,8,"Nov 27, 2016","Dec 5, 2016",16/17,Toe Injury,22,"Sep 24, 2016","Oct 16, 2016",16/17,Toe Injury,8,"Sep 13, 2016","Sep 21, 2016",14/15,Fractured Foot,89,"Aug 24, 2014","Nov 21, 2014",13-12,Ill,5,"Dec 22, 2012","Dec 27, 2012"
3,192279,Nathan Baxter,Goalkeeper,fc-chelsea,20/21,Shoulder Injury,25,"Oct 22, 2020","Nov 16, 2020",18/19,Hamstring Injury,3,"Feb 20, 2019","Feb 23, 2019",17/18,Metatarsal bone bruise,56,"Dec 8, 2017","Feb 2, 2018",17/18,Ankle Injury,4,"Nov 27, 2017","Dec 1, 2017",17/18,Influenza,7,"Sep 6, 2017","Sep 13, 2017",16/17,Torn muscle bundle,59,"Jan 9, 2017","Mar 9, 2017",16/17,Adductor problems,14,"Oct 13, 2016","Oct 27, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,202886,Willy Caballero,Goalkeeper,fc-chelsea,20/21,Knock,44,"Jul 31, 2020","Sep 13, 2020",18/19,Achilles tendon rupture,280,"May 15, 2019","Feb 19, 2020",18/19,Back Injury,12,"Mar 18, 2019","Mar 30, 2019",18/19,Back Injury,20,"Jan 6, 2019","Jan 26, 2019",18/19,Back Injury,3,"Dec 29, 2018","Jan 1, 2019",18/19,Knock,12,"Sep 21, 2018","Oct 3, 2018",18/19,Foot Injury,6,"Sep 13, 2018","Sep 19, 2018",17/18,Injury to the ankle,93,"Dec 28, 2017","Mar 31, 2018",17/18,Thigh Muscle Strain,21,"Sep 28, 2017","Oct 19, 2017",17/18,groin strain,21,"Aug 21, 2017","Sep 11, 2017",,,,,,,,,,,,,,,,,,,,,,,,,
5,342050,Karlo Ziger,Goalkeeper,fc-chelsea,19/20,Shoulder Injury,121,"Jul 10, 2019","Nov 8, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,315779,Kurt Zouma,Centre-Back,fc-chelsea,21/22,Ankle Injury,52,"Sep 9, 2021","Oct 31, 2021",21/22,Corona virus,12,"Aug 18, 2021","Aug 30, 2021",20/21,Muscle Injury,24,"Nov 3, 2020","Nov 27, 2020",20/21,Quarantine,3,"Oct 31, 2020","Nov 3, 2020",20/21,Hamstring Injury,63,"Aug 2, 2020","Oct 4, 2020",20/21,Calf Strain,21,"Aug 1, 2020","Aug 22, 2020",19/20,Calf Injury,1,"Jun 29, 2020","Jun 30, 2020",19/20,Tear in the abductor muscle,156,"Jan 2, 2020","Jun 6, 2020",19/20,Muscle bruise,3,"Dec 28, 2019","Dec 31, 2019",19/20,Groin Injury,12,"Nov 10, 2019","Nov 22, 2019",19/20,Arch pain,0,"Oct 2, 2019","Oct 2, 2019",18/19,Torn muscle bundle,20,"Mar 27, 2019","Apr 16, 2019",18/19,Torn Muscle Fibre,16,"Feb 14, 2019","Mar 2, 2019",18/19,Muscular problems,5,"Nov 30, 2018","Dec 5, 2018",18/19,Torn Muscle Fibre,15,"Oct 2, 2018","Oct 17, 2018"
7,392771,Andreas Christensen,Centre-Back,fc-chelsea,20/21,Groin Injury,19,"Nov 23, 2020","Dec 12, 2020",20/21,Knock,20,"Nov 1, 2020","Nov 21, 2020",19/20,Back Injury,123,"Feb 26, 2020","Jun 28, 2020",19/20,Concussion,9,"Oct 16, 2019","Oct 25, 2019",18/19,Back Injury,64,"Mar 28, 2019","May 31, 2019",18/19,Knock,12,"Nov 17, 2018","Nov 29, 2018",17/18,Ankle Fracture,109,"Mar 14, 2018","Jul 1, 2018",17/18,Hamstring Injury,14,"Feb 23, 2018","Mar 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,316551,Fikayo Tomori,Centre-Back,fc-chelsea,19/20,Calf Injury,153,"Jul 9, 2020","Dec 9, 2020",19/20,Shoulder Injury,33,"Dec 8, 2019","Jan 10, 2020",18/19,Knee Injury,29,"Mar 3, 2019","Apr 1, 2019",18/19,Foot Injury,32,"Nov 12, 2018","Dec 14, 2018",18/19,Foot Injury,5,"Nov 4, 2018","Nov 9, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
